age,annual_income,spending_score,online_visits_per_month,avg_cart_value,product_categories_visited,days_since_last_purchase,customer_tenure_mths
18.0,49252.43,53.3,10.7,48.48,4,27.1,3.6
33.5,80519.44,46.5,8.3,100.83,2,39.7,11.4
45.6,81906.34,22.4,8.1,64.44,3,18.6,26.2
26.1,25242.23,25.7,7.3,99.48,1,1.0,29.8
31.1,40750.72,22.5,10.1,85.95,6,9.1,16.9
33.2,85897.51,74.1,13.7,119.49,7,24.3,21.3
18.0,42334.04,35.6,13.8,102.26,4,31.0,13.4
51.7,97122.62,53.4,11.7,117.03,5,2.5,26.1
26.0,49795.38,31.0,5.5,75.53,6,4.3,4.5
40.1,44692.75,46.8,11.3,132.88,3,61.7,4.5
34.1,53241.18,37.2,7.9,101.94,5,25.8,13.7
47.6,50699.96,62.1,9.1,115.91,4,27.6,17.3
39.1,51937.39,52.1,6.6,104.86,2,11.9,13.7
32.7,62139.12,42.1,9.1,86.7,7,10.8,2.5
26.1,63083.98,63.7,11.2,126.33,5,15.8,21.3
43.0,34578.98,42.5,11.1,106.94,3,30.7,1.5
18.0,46052.64,46.1,14.3,154.6,4,245.3,20.8
41.5,53434.81,26.1,4.3,74.5,6,16.1,15.7
24.0,38239.35,42.4,7.1,136.29,5,34.9,14.6
47.5,72671.96,58.6,10.9,108.89,3,121.7,13.0
36.6,50281.36,67.1,16.4,111.73,2,20.4,5.3
41.4,92795.75,48.6,11.4,82.43,6,73.8,17.4
35.8,84417.15,91.5,5.6,135.2,4,26.2,3.6
18.0,70036.57,61.4,10.1,106.19,5,25.3,23.3
26.4,43215.96,22.2,6.1,103.14,4,9.3,1.3
41.7,46129.14,33.2,8.7,73.51,1,16.5,16.1
36.7,62973.85,72.2,10.6,121.44,2,13.1,25.3
46.8,66440.95,70.6,7.5,115.84,3,9.4,17.4
39.0,51049.73,47.6,8.4,92.64,2,40.8,26.1
25.3,28751.7,42.9,9.1,104.14,2,20.1,21.6
27.0,52801.13,30.4,7.5,95.04,3,53.1,28.0
36.0,52741.95,67.6,12.4,127.53,6,69.7,59.3
18.0,60166.94,35.2,8.8,119.53,5,9.3,2.6
51.7,86689.66,70.7,9.5,127.87,1,41.0,4.8
39.4,85549.97,77.9,12.9,122.93,4,48.8,49.9
47.3,44630.37,46.1,9.3,77.06,4,46.0,13.2
19.2,55376.33,63.1,12.2,94.69,6,15.2,15.0
47.4,55407.21,76.3,10.8,140.34,2,7.6,54.9
57.3,53443.71,52.1,11.6,116.66,5,0.6,2.6
21.8,40860.93,41.6,9.1,91.1,1,5.2,37.9
42.7,87545.31,57.3,7.9,130.7,5,184.0,1.0
35.0,52562.51,36.6,7.8,82.07,3,5.8,5.0
19.6,78953.62,44.2,11.2,80.76,8,123.6,22.1
39.9,74920.64,61.1,12.1,135.62,4,79.9,17.3
43.3,58787.02,47.2,10.4,137.25,3,23.4,19.4
29.0,78391.96,60.4,11.0,97.78,7,12.1,9.9
46.7,78235.27,33.1,6.7,114.73,3,7.7,15.9
18.3,28014.7,39.0,17.0,121.27,5,1.0,17.3
20.1,85218.0,73.0,15.7,119.97,7,22.1,45.1
36.4,66282.36,35.1,14.8,92.66,3,0.3,5.2
35.3,60579.01,50.4,11.5,90.14,3,36.2,6.9
27.8,37156.76,15.3,9.8,91.49,4,34.5,10.9
43.1,90067.52,39.4,13.0,93.32,3,48.8,15.3
40.3,74592.66,66.5,18.3,139.75,5,0.4,11.3
43.6,79449.88,51.2,11.6,132.87,8,38.4,11.1
33.8,48864.28,74.0,13.7,115.77,4,38.5,1.6
41.0,81502.65,62.9,9.1,124.68,3,1.5,13.2
30.5,74671.07,62.4,9.1,121.47,3,219.8,11.1
55.5,63054.98,34.8,17.7,136.5,4,16.7,42.7
26.9,25159.83,33.8,9.7,96.94,3,44.2,9.7
56.1,88469.84,47.6,10.4,113.76,5,99.1,13.2
35.3,28812.16,24.7,9.2,89.0,5,10.5,31.3
21.2,52036.23,57.6,11.9,124.57,4,15.8,29.4
48.7,61999.73,63.6,4.2,100.19,1,16.8,23.7
36.3,85380.52,63.6,11.2,82.37,2,17.8,18.8
43.5,58952.11,37.3,10.9,148.49,3,67.9,1.0
47.2,91936.31,64.5,9.2,95.44,2,11.3,10.9
38.4,52419.46,19.0,11.0,59.84,2,32.9,11.1
29.1,75261.89,74.4,10.7,128.29,7,54.3,11.3
44.8,109012.54,45.2,10.3,103.97,4,5.1,40.8
35.0,38645.1,26.8,8.3,66.5,4,17.1,5.4
41.9,71327.58,55.1,11.8,111.44,5,33.5,31.0
18.0,101375.65,65.5,8.3,98.07,2,0.1,15.4
39.5,64907.63,50.4,8.5,74.07,3,30.8,16.6
28.6,56127.08,32.2,11.6,107.87,2,70.0,10.9
51.5,88996.46,75.7,8.8,120.49,3,58.1,12.1
41.2,65806.32,26.5,7.3,109.08,1,50.3,16.6
37.4,27774.34,18.1,6.9,68.87,2,0.1,8.3
39.9,86536.23,56.4,13.8,129.49,4,17.4,31.8
25.0,20000.0,19.0,5.0,65.33,2,59.7,54.0
51.2,64650.22,69.7,11.5,116.0,4,54.6,13.6
54.9,100079.48,44.4,7.2,90.95,2,14.0,14.1
38.9,56012.46,72.2,13.6,94.46,6,5.8,6.3
50.9,58849.3,65.2,12.3,127.57,5,85.0,40.0
29.3,73032.09,72.4,13.6,129.1,3,22.3,24.7
27.0,36600.8,71.3,13.6,109.93,3,44.5,7.8
35.4,35882.88,44.0,10.2,97.04,4,18.7,4.7
39.3,68969.81,37.5,9.9,99.77,4,14.9,11.8
31.1,53189.64,46.4,7.3,105.28,2,78.8,7.4
40.4,39428.68,35.3,8.8,75.51,3,6.7,14.3
38.1,75190.17,43.9,10.2,95.44,3,51.9,42.1
25.0,61303.3,52.7,13.6,84.66,3,8.7,11.2
40.2,56955.24,44.4,10.2,116.55,3,188.6,14.8
43.6,61081.59,39.0,12.0,42.2,2,1.6,20.8
36.7,70779.61,49.6,8.5,101.81,3,335.6,16.3
46.5,93028.41,68.1,12.4,130.72,3,7.1,43.2
22.8,44604.91,59.7,9.0,114.62,1,94.8,5.9
39.7,76837.37,31.0,7.6,78.19,1,29.6,16.6
23.3,61941.76,46.0,13.3,38.36,5,5.6,16.2
23.9,68673.49,50.5,12.5,113.8,6,102.1,14.0
28.7,55738.74,31.0,4.5,119.08,3,11.5,23.9
25.6,34217.01,40.5,6.0,96.93,1,31.6,18.1
29.5,46366.05,48.1,12.4,125.17,2,4.0,53.3
32.9,65143.87,59.3,19.0,115.08,5,8.0,24.0
43.4,103066.52,64.1,12.2,111.57,4,4.2,19.0
31.8,47750.34,33.1,9.7,108.2,5,7.2,19.8
19.1,63410.74,81.2,11.1,120.97,5,116.2,39.8
46.4,62559.41,63.2,12.2,143.03,1,45.7,3.3
26.6,55512.65,56.9,10.8,124.49,2,63.7,21.0
34.4,89838.17,74.0,8.7,118.38,1,23.1,15.8
39.5,78858.14,59.3,12.0,154.87,6,9.9,39.9
37.0,36770.9,62.3,14.1,97.93,3,8.6,3.5
45.9,57303.94,50.0,7.5,117.34,3,0.2,11.0
39.8,88956.45,58.7,12.9,122.79,1,185.5,20.8
26.4,55947.08,58.3,8.9,134.95,2,40.6,45.4
56.8,54451.69,72.0,12.6,124.99,3,13.1,43.8
36.9,45175.62,68.2,9.4,108.73,2,5.9,4.0
33.5,72891.15,62.8,14.1,110.34,6,5.4,18.4
44.6,87599.61,66.0,12.3,125.11,8,20.0,48.4
37.5,62352.71,61.1,6.1,165.3,3,25.4,19.9
39.0,112700.1,80.6,13.0,82.97,4,13.2,15.2
59.9,96420.52,80.4,12.0,144.99,3,16.2,10.3
32.2,52929.41,44.3,11.2,128.75,2,208.7,7.2
31.8,41143.79,64.1,11.2,132.92,3,28.8,18.3
36.2,41434.94,49.6,8.5,106.38,3,77.8,35.0
45.7,75280.55,64.3,7.2,101.58,3,86.0,6.1
19.9,38172.19,64.2,9.2,100.22,2,2.2,44.2
18.0,79874.88,67.2,7.4,137.51,2,16.8,30.3
29.1,84629.31,71.1,8.6,137.52,3,12.2,14.5
18.7,59589.95,44.0,9.2,62.81,1,320.5,17.8
30.8,33021.43,64.4,14.2,91.44,2,9.1,10.2
40.0,50575.62,57.6,14.9,105.69,5,30.0,22.2
26.1,77987.56,57.3,10.9,96.14,3,3.1,11.0
20.7,37324.06,59.7,11.0,126.68,4,20.3,17.3
35.7,82997.53,95.7,11.8,115.16,2,5.7,24.8
43.6,76392.43,37.4,4.9,168.96,2,13.7,19.4
18.1,47474.57,34.2,8.7,85.76,1,6.5,44.3
43.2,52505.2,88.0,12.4,102.36,4,30.9,3.3
43.2,64653.57,57.8,6.9,134.96,1,21.3,10.4
44.5,71425.64,56.3,12.8,102.03,8,42.8,9.2
47.2,90398.62,57.4,19.9,131.18,5,12.0,16.2
57.0,59901.4,68.1,12.4,147.12,4,5.4,8.9
31.4,51894.93,86.7,15.3,150.15,6,30.3,14.1
36.1,61773.04,40.6,10.0,89.49,4,20.7,43.2
30.8,69922.06,51.5,11.6,67.42,8,74.4,9.6
35.0,41846.53,39.3,11.0,140.86,5,90.7,19.9
50.3,45931.59,56.8,8.8,75.36,3,17.8,44.7
21.5,62719.19,69.2,10.5,165.51,3,22.1,38.2
26.4,22752.62,63.1,13.2,108.32,2,3.9,10.2
48.8,96717.04,72.5,10.6,109.61,4,15.5,59.5
45.2,65041.77,89.3,12.5,111.8,8,24.4,33.5
31.4,26144.33,31.2,11.6,97.52,4,18.1,16.5
43.5,57226.81,36.6,7.8,82.32,4,1.4,6.1
38.4,70312.2,75.1,6.8,128.75,5,15.7,7.2
50.0,61348.18,52.2,12.6,104.22,2,111.5,28.9
35.7,60996.67,29.7,11.5,67.7,5,8.9,3.5
45.3,83006.62,52.2,12.6,82.32,7,23.4,32.8
61.4,77092.29,59.0,16.9,102.09,4,141.0,57.0
41.0,46043.64,36.1,18.8,43.3,1,47.4,24.0
35.5,54414.95,33.1,10.7,57.09,4,5.4,13.6
42.2,94076.38,57.1,13.9,139.91,4,17.7,7.5
31.3,90779.04,43.3,11.2,131.98,5,37.4,16.5
58.9,38705.22,53.1,10.7,130.01,4,206.4,26.6
36.8,83261.13,27.8,10.4,110.83,5,12.4,22.9
32.3,62819.49,52.2,7.6,117.95,2,71.4,40.2
26.6,71794.14,61.3,13.1,122.3,7,1.7,10.1
46.0,57768.0,48.0,13.4,87.62,4,0.2,8.6
43.7,31572.23,57.9,8.9,135.03,1,44.3,44.8
30.0,67710.94,31.8,7.6,72.33,4,48.3,58.9
40.8,45792.07,35.2,11.8,160.92,2,24.6,4.3
19.9,20165.7,33.1,10.7,83.88,1,0.9,5.0
36.8,35111.74,53.2,9.7,83.07,1,39.1,23.3
39.5,75640.33,58.0,12.9,191.1,5,42.0,13.7
52.1,76447.69,87.1,12.4,96.91,4,262.3,28.1
27.3,69482.77,40.8,8.0,120.38,2,36.7,3.7
22.2,63154.68,30.0,10.5,103.73,2,25.5,4.4
26.0,44417.91,72.2,12.6,132.46,2,16.8,3.7
21.6,47897.98,24.9,10.2,121.42,3,93.1,17.2
48.4,60464.51,60.4,13.0,130.26,3,340.8,56.8
50.5,68182.56,37.8,7.9,60.66,5,7.0,27.4
38.2,43216.64,13.9,5.7,95.54,5,28.7,24.2
47.2,77580.05,49.7,12.5,112.62,6,21.5,21.3
36.3,82574.08,70.3,12.5,134.5,3,12.9,14.6
34.0,42906.85,26.5,10.3,93.13,6,7.5,21.2
31.7,82961.09,65.5,9.3,92.04,1,24.6,28.1
31.9,59787.3,61.4,12.1,88.39,2,50.8,34.5
19.5,52439.17,28.7,10.4,91.46,4,19.3,33.2
37.6,28125.45,37.0,4.9,68.33,2,36.6,11.5
34.6,23532.08,62.7,10.1,97.48,1,43.2,16.4
42.5,68845.21,62.4,9.1,99.26,2,77.8,52.2
35.9,76542.83,51.0,7.6,99.05,1,42.7,21.0
33.4,45270.76,51.8,13.6,165.33,4,163.9,38.0
26.3,86432.33,47.7,10.4,79.92,5,57.9,29.9
35.7,75275.95,71.3,12.6,47.22,8,15.8,6.9
42.4,47739.07,63.0,15.2,120.05,4,6.1,10.4
23.6,51470.26,49.3,13.5,84.0,3,9.3,29.8
35.9,110238.37,68.5,12.4,142.86,6,364.8,22.6
37.3,37013.06,28.1,10.4,89.99,3,22.3,2.1
27.8,64820.88,31.2,14.6,97.96,2,89.2,17.5
29.1,48842.26,41.0,17.1,67.05,3,33.2,44.5
37.3,75982.81,53.5,13.7,108.28,7,42.0,10.5
23.7,76278.1,70.8,8.5,147.41,5,0.5,32.7
38.5,55074.65,62.4,14.1,133.26,2,14.8,17.7
26.0,75215.41,57.3,12.9,113.22,7,27.9,30.8
45.6,112926.9,83.7,10.2,91.18,3,150.5,19.5
58.4,80028.12,41.9,8.1,113.25,6,44.8,10.0
26.4,68811.72,68.8,8.4,124.01,4,18.4,18.2
40.3,52464.85,35.9,9.8,130.12,3,31.5,16.2
27.7,54571.25,67.0,11.3,121.01,3,19.1,39.3
45.4,64794.13,51.2,10.6,120.01,6,31.3,9.6
22.3,65816.65,21.8,8.1,81.54,5,82.0,9.4
39.8,87938.21,69.3,13.5,100.55,6,144.8,33.5
26.3,50822.99,59.4,8.0,121.63,2,61.3,29.2
32.9,89016.58,51.9,9.6,112.38,5,16.3,15.9
24.7,82352.75,51.1,8.6,112.42,4,15.3,3.2
43.2,83515.88,54.7,11.7,110.77,7,12.3,8.0
26.6,42983.63,16.0,13.8,36.46,6,136.7,22.5
40.5,52179.14,12.2,6.6,101.04,2,0.8,13.7
31.6,40999.59,63.8,9.2,128.86,4,29.3,7.7
33.9,78067.54,43.1,11.2,86.65,8,12.6,9.5
36.5,36946.68,70.9,10.5,132.56,3,48.2,22.8
27.4,67442.16,72.8,13.6,112.32,6,272.0,4.2
37.1,40060.75,67.5,13.4,116.76,2,37.7,8.9
50.3,88713.6,48.9,8.4,87.26,2,107.7,19.9
27.2,54119.63,24.1,6.2,91.43,4,5.4,5.4
46.7,96047.25,44.5,6.2,62.37,3,22.5,9.2
50.0,94813.87,53.7,9.7,99.54,1,0.6,27.3
26.8,82172.07,21.1,12.1,136.42,3,137.0,24.4
20.4,77575.94,48.1,10.4,108.18,5,50.4,25.1
38.0,65288.3,48.6,8.4,96.24,5,266.1,3.2
29.5,32444.88,22.3,10.1,82.25,8,25.5,6.7
53.7,53898.36,32.6,12.6,79.29,3,3.7,24.2
35.3,20000.0,34.7,12.7,100.54,3,58.6,6.1
27.0,31909.09,46.9,10.3,78.61,3,52.7,11.3
23.5,52199.2,34.3,8.7,116.32,1,12.2,25.1
45.9,57526.16,53.6,9.7,128.24,3,74.8,15.7
29.3,51827.82,49.6,6.5,122.08,5,3.9,10.4
35.4,70204.94,53.8,12.7,131.29,6,100.5,9.1
44.6,61565.12,40.7,10.0,123.97,6,280.8,4.2
30.2,33689.36,22.1,6.1,99.16,6,44.1,7.3
34.5,58567.9,75.0,12.8,151.08,2,40.8,4.2
34.8,41897.64,54.0,11.7,119.08,3,46.9,17.5
41.8,60050.87,65.1,12.3,97.95,3,28.8,26.4
40.9,91581.49,58.2,8.9,107.58,6,38.1,17.9
32.8,52828.98,45.4,9.3,124.99,6,1.7,18.4
35.6,95928.34,68.1,11.4,125.82,4,8.4,12.9
31.3,85658.49,30.2,13.5,81.94,4,47.3,26.8
20.2,36592.99,26.3,10.3,94.38,3,29.0,42.7
37.6,39838.33,32.0,5.6,76.83,3,237.9,60.0
53.9,74086.45,47.4,8.4,124.15,1,19.7,16.6
26.2,75996.8,41.6,6.1,134.27,2,8.8,60.0
27.3,44011.94,50.2,14.5,65.79,8,154.4,5.3
26.3,71195.98,54.6,11.7,117.65,2,163.9,20.4
42.2,89965.53,79.9,19.0,93.23,3,336.0,12.8
39.5,48107.37,83.5,8.2,87.04,4,12.7,7.5
33.4,45210.68,26.6,13.3,125.91,5,26.1,60.0
25.8,66909.09,54.3,6.7,135.34,5,28.8,29.4
35.9,63775.97,53.3,9.7,112.06,7,24.9,6.8
19.4,33761.79,41.9,11.1,88.39,4,2.7,40.4
36.4,54103.8,32.0,11.6,88.91,3,33.9,9.8
43.7,65561.8,37.9,10.9,83.68,4,87.0,17.9
22.5,20000.0,41.6,14.1,150.42,2,19.5,4.9
19.7,63052.72,36.7,9.8,147.1,2,6.3,3.0
50.8,63061.66,53.3,3.7,127.25,3,32.7,22.4
28.9,20000.0,34.3,6.7,99.0,4,145.8,35.5
46.4,68610.16,54.7,6.7,76.59,5,31.1,2.4
33.5,43936.59,30.9,11.5,90.25,4,2.6,27.0
33.4,92480.81,62.1,10.1,111.58,6,7.3,13.9
39.4,51798.4,34.3,9.7,80.22,3,15.3,9.5
26.2,30975.14,43.7,12.2,136.08,3,34.9,49.6
36.3,71218.63,73.5,6.7,163.38,1,11.0,13.0
31.2,43739.14,49.0,6.5,100.75,6,7.2,18.2
21.8,33846.93,47.0,7.3,129.32,2,51.5,7.0
38.4,72889.88,66.1,11.3,120.64,5,170.3,14.4
32.4,37084.19,22.1,7.1,72.41,1,74.5,7.1
33.4,29598.33,66.7,14.3,142.57,2,12.5,26.1
22.9,84838.67,41.6,7.1,140.37,3,0.1,9.8
50.9,84321.18,70.5,18.5,129.35,2,49.7,54.4
43.8,61729.53,61.7,10.1,100.07,7,75.8,11.9
44.6,67643.7,38.8,11.9,120.01,6,55.0,60.0
31.9,67673.73,67.4,8.4,107.78,4,8.6,4.2
18.0,65866.75,59.2,11.0,132.15,3,2.6,18.6
54.5,60503.83,78.5,9.9,156.44,2,237.8,4.8
34.4,66834.15,55.0,7.7,91.59,3,2.8,11.8
27.5,43875.52,43.5,11.2,116.78,6,13.0,38.2
39.2,59554.79,42.1,9.1,94.21,3,3.3,17.5
46.7,72550.82,27.6,7.4,123.29,2,4.1,20.9
34.8,59682.02,45.1,13.3,103.94,3,158.5,36.3
47.8,84939.94,53.3,12.7,144.92,4,43.9,6.1
45.8,78405.73,59.5,8.0,172.1,1,26.3,14.8
24.2,21225.57,17.0,6.9,68.9,2,20.9,9.7
28.3,27453.22,36.7,7.8,106.8,6,13.4,3.2
44.6,60265.96,58.7,8.9,139.85,1,3.7,9.4
18.0,82972.51,67.0,8.4,109.03,2,22.2,60.0
33.5,41772.52,16.6,6.8,104.76,5,8.8,33.6
20.7,44388.9,55.9,10.8,98.8,6,12.2,35.1
30.2,45460.65,41.9,7.1,62.42,4,13.2,4.6
32.0,46528.55,43.2,6.2,120.36,3,26.5,1.5
31.4,60698.84,14.7,9.7,106.49,2,11.2,45.3
29.5,83597.46,79.5,10.0,100.22,1,8.9,55.3
24.0,60342.22,52.8,13.6,97.87,4,15.8,26.3
57.9,62264.67,27.7,8.4,89.84,5,2.4,8.0
53.7,130004.29,76.6,10.8,136.04,1,14.4,18.4
23.4,52274.94,52.8,12.6,131.55,6,2.2,6.1
50.8,61112.51,68.7,8.4,127.59,1,6.6,23.7
31.0,85046.2,52.9,13.6,79.31,1,72.9,27.7
36.3,51652.09,47.7,5.4,96.61,4,14.0,20.0
34.4,92752.08,50.2,9.5,100.56,1,15.6,3.0
28.4,37309.16,52.2,14.6,99.42,6,61.3,15.4
44.8,96471.43,49.2,10.5,129.14,3,23.3,11.3
36.3,65028.05,38.1,13.9,131.99,2,0.1,19.1
30.2,82008.63,55.6,11.8,132.32,2,22.3,19.0
22.0,87598.6,39.9,11.0,135.34,6,0.2,59.7
26.1,30199.09,65.1,11.3,114.54,2,325.2,26.7
18.6,72384.4,82.6,10.1,109.14,5,1.6,7.9
35.1,31919.71,34.8,6.7,68.77,6,13.2,23.3
23.0,29482.99,20.0,9.0,82.74,2,5.7,7.2
32.3,41807.33,49.6,11.5,84.72,4,69.0,31.6
48.7,81033.55,49.1,10.5,150.76,4,31.7,30.4
47.0,70254.71,70.7,14.5,137.1,4,30.5,9.6
34.7,56399.06,37.1,10.9,75.77,6,31.4,7.4
34.1,62228.03,58.8,15.9,105.19,2,28.1,10.1
53.8,86864.79,59.8,10.0,96.03,5,32.2,20.4
40.2,77531.01,45.1,14.3,86.94,6,238.6,27.8
31.7,79260.89,59.4,16.0,100.52,4,329.4,7.8
20.7,84992.55,70.7,13.5,107.34,4,30.4,8.5
38.9,62723.74,52.1,15.6,95.67,3,39.6,1.1
43.3,56212.81,50.3,6.5,106.61,2,2.2,27.3
28.7,67217.51,39.1,10.0,92.32,2,52.0,29.2
37.9,39444.53,61.0,11.0,139.49,5,21.9,20.1
31.4,43517.33,60.7,7.0,111.27,4,213.7,39.3
33.2,78515.36,49.4,11.5,104.71,4,26.5,15.5
18.0,43917.43,43.3,9.2,90.9,1,45.4,37.2
32.8,34061.9,63.4,5.2,108.8,3,94.8,13.9
44.7,37958.89,26.4,7.3,61.45,4,29.6,34.8
28.7,55923.11,57.8,7.9,102.57,2,17.5,18.5
35.5,83258.14,48.6,5.4,135.05,1,41.1,29.2
27.4,76523.31,81.6,14.1,103.31,4,18.8,53.5
38.6,65101.14,52.5,8.6,114.59,2,63.3,14.1
32.8,98446.0,80.4,15.0,150.83,4,8.6,1.0
25.6,50389.66,35.7,11.8,104.89,3,82.6,14.6
48.3,67889.06,33.6,7.7,88.66,4,10.0,20.7
44.3,20000.0,34.5,8.7,113.44,5,8.4,2.9
29.0,46213.49,49.8,13.5,104.22,4,69.1,34.3
40.0,81022.61,48.6,11.4,126.36,2,35.8,27.1
40.4,95578.52,72.0,12.6,123.99,7,6.5,9.7
41.4,48533.72,43.4,10.2,61.86,5,14.1,14.1
18.1,55691.0,17.5,10.9,75.26,4,52.5,10.2
45.1,88990.43,67.0,11.3,119.57,6,149.8,15.7
29.3,55666.57,35.5,9.8,124.24,3,14.0,17.0
31.4,20000.0,32.6,7.6,116.24,5,41.2,29.2
61.4,86048.85,81.1,12.1,143.56,3,79.7,37.7
38.0,77643.6,81.9,10.1,116.93,2,17.9,27.3
31.1,37960.96,34.8,10.7,81.43,5,25.0,14.5
18.0,41316.91,53.1,7.7,92.22,2,39.3,48.1
48.9,48008.19,38.1,9.9,81.56,1,6.1,18.8
21.5,20000.0,33.7,9.7,151.7,2,130.5,15.5
25.0,72512.58,44.7,12.2,148.19,1,76.2,35.0
31.7,57274.21,23.3,5.2,61.86,1,4.4,20.7
49.2,103284.79,64.4,12.2,122.5,3,252.0,12.7
42.7,83332.36,61.3,11.1,107.64,4,0.8,38.4
33.4,51653.1,37.4,8.9,91.35,6,106.7,7.7
38.1,60802.72,66.6,12.3,128.85,2,3.7,25.3
29.0,66520.46,45.4,9.3,90.44,1,68.3,8.4
36.4,80454.9,46.6,9.3,91.58,6,0.7,23.7
35.7,67040.11,60.0,16.0,122.66,2,12.6,24.4
44.7,89862.02,35.8,12.8,131.6,8,17.4,11.4
44.7,61804.05,64.1,7.2,163.5,1,14.0,9.4
39.9,44008.95,39.2,6.0,113.09,8,169.4,23.3
31.4,55805.03,63.6,12.2,90.46,3,3.2,1.8
42.4,70038.28,72.3,12.6,134.72,3,34.2,7.2
34.1,35233.54,52.2,10.6,96.81,5,68.7,23.8
24.2,24610.24,27.2,8.4,94.2,2,17.7,6.6
31.0,65721.42,33.0,6.6,136.01,4,50.5,31.0
35.8,52549.08,26.3,7.3,128.67,2,13.1,30.5
44.1,63964.91,67.7,10.4,136.83,2,85.4,8.1
33.2,51337.92,45.4,9.3,144.73,4,35.6,12.0
22.9,80738.43,47.2,5.4,45.65,3,11.0,1.6
35.6,85689.16,55.7,15.8,91.07,5,38.4,8.4
36.1,36160.57,59.1,6.0,126.26,6,9.1,14.9
36.9,50830.84,58.9,8.9,109.02,6,96.8,37.4
44.2,84359.06,63.9,8.2,140.9,3,19.3,7.4
45.2,80190.11,65.6,14.3,83.67,5,74.9,19.9
29.1,54417.15,51.0,9.6,136.19,3,10.2,15.7
28.8,32318.85,46.2,10.3,116.88,4,21.3,18.7
24.6,38027.61,46.7,12.3,107.1,5,64.6,26.3
42.0,55255.17,48.6,12.4,63.9,4,19.2,7.1
49.5,77130.45,66.4,14.3,169.29,7,75.3,5.4
31.8,91553.89,64.9,10.2,83.55,4,19.5,16.8
32.6,44330.95,32.1,11.6,61.99,6,30.5,4.5
49.7,51213.56,55.3,10.8,123.94,5,76.0,12.5
40.1,61872.73,54.3,12.7,135.67,5,50.8,16.7
39.4,84124.67,66.4,9.3,110.87,3,48.3,12.1
23.1,21535.01,36.9,10.8,77.85,3,79.8,19.8
41.8,94502.51,72.5,10.6,105.28,8,74.7,10.7
25.7,49126.28,45.8,9.3,113.97,1,11.4,24.8
23.7,36241.44,53.7,12.7,92.84,2,5.7,15.8
31.5,25222.04,32.7,8.6,127.72,1,50.2,3.8
29.1,69444.07,47.0,9.4,83.82,1,94.3,15.0
32.8,54803.78,57.5,9.9,69.49,3,35.6,36.7
20.6,51886.26,42.6,13.1,141.18,5,14.2,10.9
44.6,49654.3,80.0,16.0,103.15,4,35.4,10.6
46.3,62639.57,59.3,8.0,122.4,1,51.1,26.1
18.0,36668.38,43.4,11.2,115.53,3,31.9,11.9
44.8,65815.8,64.0,15.2,95.96,8,69.6,12.4
26.9,40124.72,36.8,14.8,114.22,4,77.3,20.6
43.6,36172.19,56.7,10.8,97.89,4,43.2,20.2
34.3,114022.42,79.6,9.0,102.64,2,17.4,8.6
35.3,32962.12,60.7,11.0,109.25,6,43.1,60.0
33.1,62148.4,44.0,9.2,145.93,1,13.0,22.0
47.1,34256.48,23.9,9.2,99.91,3,24.2,25.1
22.6,20000.0,28.8,5.4,117.69,5,24.2,11.7
41.1,66819.25,47.8,3.4,105.96,2,299.7,14.3
46.0,72297.99,78.7,12.9,106.35,4,0.2,2.7
42.2,90960.7,92.2,8.6,134.85,1,155.5,17.2
58.2,86588.53,63.1,8.2,108.24,2,10.3,12.9
29.7,52772.21,48.0,9.4,93.04,2,15.8,3.3
44.6,48666.43,41.4,10.1,119.86,3,80.3,25.4
33.9,89131.52,71.1,13.6,126.52,3,20.3,10.2
47.3,88444.27,91.4,11.6,110.15,3,56.2,16.5
34.9,35011.9,69.3,10.5,137.0,8,12.9,16.3
31.1,57656.27,66.4,11.3,113.0,3,74.5,3.6
48.1,73329.62,70.8,11.5,136.53,6,3.7,16.2
30.1,49154.43,59.2,9.0,93.11,1,19.6,24.0
20.9,64135.2,50.5,8.5,83.7,1,65.2,11.6
29.8,72499.89,42.7,9.1,89.9,3,26.3,39.1
41.2,61142.55,50.0,9.5,105.7,3,18.0,4.3
48.9,65518.93,58.0,13.9,104.3,5,250.1,21.0
36.1,90868.2,37.5,4.9,130.64,4,24.6,6.6
48.2,89202.35,56.5,11.8,88.33,4,7.7,9.5
21.4,50581.81,34.8,8.7,47.96,4,44.3,14.7
30.6,23869.71,54.4,11.7,106.98,3,13.7,21.1
32.1,64571.4,43.1,7.2,114.15,3,3.0,8.0
33.9,73045.19,58.8,10.9,100.66,3,8.6,5.6
35.8,20000.0,27.5,12.4,99.27,4,53.3,14.7
41.9,70564.68,77.1,13.9,99.17,7,122.7,9.2
30.6,48107.71,20.9,8.0,67.3,3,76.5,11.0
36.4,56695.14,56.1,15.8,122.29,7,15.9,11.1
34.5,41491.4,25.3,8.3,108.03,3,1.9,23.6
25.7,49629.09,39.2,9.0,114.22,3,12.9,9.1
33.9,86930.5,61.2,7.1,124.47,4,35.4,20.8
33.6,49922.75,50.8,13.5,115.85,6,126.2,5.8
33.3,77990.83,58.8,9.9,105.83,4,35.5,30.2
35.3,44127.45,47.5,10.4,121.2,5,139.0,5.5
35.8,75780.51,45.1,9.3,81.93,3,7.4,8.0
30.7,56574.76,46.5,12.3,134.39,6,42.3,21.5
47.7,77222.21,55.6,8.8,130.28,1,29.2,29.8
23.3,50787.22,50.2,11.5,68.0,3,3.8,25.0
27.8,67064.74,51.1,10.6,126.02,3,10.5,34.5
