anio,mes,hogar_id,persona_id,orden,sexo,edad,estado_civil,n_hijos,educacion,ocupacion,cond_actividad,estrato,personas_hogar,cuartos,tipo_vivienda,tenencia,agua_potable,internet,computador,movil,energia,afiliacion_salud,consultas_ano,salud_perc,actividad_fisica,dias_enfermo_30,tabaco,alcohol,felicidad,horas_semana,salario,remoto,sector,horas_internet_dia,uso_redes,compras_online,gasto_mensual,pobreza_percibida,satisfaccion_vivienda,transporte_publico,tiempo_transporte_min,region
2023,2,7185,5525,1,Hombre,28.0,Soltero/a,0,,Empleado,Ocupado,3,3,2,Apartamento,Propia,1,0.0,0,1,Red pública,Contributivo,2,3,1,1,0,1,2,48.0,1181099.0,0,Servicios,0.68,0,0,583518,0,4,1,42,Bogotá
2020,8,6821,5526,7,Hombre,45.0,Casado/a,1,Secundaria completa,Hogar,Ocupado,4,4,3,Apartamento,Familiar,1,1.0,0,1,Red pública,Subsidiado,1,3,1,3,1,1,9,40.0,736894.0,1,Comercio,3.69,0,0,328837,0,1,1,36,Antioquia
2023,1,7844,5527,6,Hombre,71.0,Casado/a,1,Posgrado,Empleado,Ocupado,5,5,8,Casa,Familiar,1,1.0,1,1,Red pública,Subsidiado,1,1,1,1,0,0,9,50.0,8275802.0,0,Gobierno,0.0,0,1,3734717,0,5,1,32,Pacífico
2020,10,7395,5528,1,Mujer,45.0,Soltero/a,1,Secundaria incompleta,Jubilado,Ocupado,5,3,1,Apartamento,Arrendada,1,,0,1,Red pública,No afiliado,1,5,1,1,0,1,8,52.0,674061.0,0,Industria,2.84,1,1,459376,0,2,0,48,Antioquia
2022,6,9795,5529,6,Hombre,46.0,Casado/a,0,Secundaria incompleta,Empleado,Ocupado,3,6,5,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,4,5,1,0,0,1,10,44.0,500153.0,0,Comercio,1.94,0,1,285034,0,2,1,42,Pacífico
2021,2,1212,5530,6,Mujer,66.0,Soltero/a,3,Secundaria completa,Empleado,Ocupado,5,4,5,Conjunto cerrado,Arrendada,1,1.0,0,1,Red pública,Contributivo,0,3,1,1,0,1,8,,908259.0,0,Agricultura,3.42,1,1,487774,1,4,0,61,Oriente
2023,3,7411,5531,2,Hombre,71.0,Soltero/a,1,Secundaria completa,Empleado,Ocupado,2,1,4,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,0,5,1,2,0,0,10,27.0,1365123.0,0,Servicios,4.82,0,1,735212,0,2,1,71,Centro
2020,8,5801,5532,3,Mujer,40.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,3,5,2,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Contributivo,0,5,1,2,0,0,10,29.0,966781.0,0,Comercio,2.38,1,1,608930,0,1,1,49,Caribe
2024,1,2758,5533,2,Mujer,47.0,Divorciado/a,0,,Empleado,Ocupado,2,4,1,Rural,Propia,0,1.0,0,1,Red pública,No afiliado,2,2,0,1,0,0,2,44.0,1521218.0,1,Tecnología,4.79,0,0,762569,1,4,1,21,Bogotá
2024,6,6780,5534,1,Hombre,26.0,Divorciado/a,0,Universitaria,Empleado,Ocupado,1,9,4,Apartamento,Ocupada,0,1.0,0,1,Red pública,Contributivo,2,1,1,1,0,0,1,41.0,2463137.0,0,Servicios,3.33,0,0,1308633,0,1,1,5,Bogotá
2021,3,9973,5535,6,Hombre,44.0,Casado/a,0,Secundaria completa,Empleado,Ocupado,4,5,8,Rural,Propia,1,1.0,0,1,Red pública,Subsidiado,2,2,0,1,1,0,1,28.0,203111.0,0,Servicios,3.27,1,0,318526,0,2,0,9,Antioquia
2020,6,2526,5536,2,Mujer,49.0,Unión libre,0,Posgrado,Estudiante,Inactivo,2,4,3,Apartamento,Propia,1,1.0,0,1,Red pública,Subsidiado,3,4,0,0,0,1,10,0.0,0.0,0,Servicios,0.0,1,0,298560,0,1,0,35,Oriente
2020,3,1840,5537,3,Hombre,40.0,Soltero/a,2,Universitaria,Desempleado,Desempleado,3,6,4,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,2,3,0,3,0,0,7,0.0,,0,Servicios,1.72,1,0,360392,1,3,0,13,Centro
2025,11,2341,5538,1,Hombre,29.0,Soltero/a,2,Técnica/Tecnológica,Desempleado,Desempleado,1,7,4,Apartamento,Propia,0,0.0,0,1,Red pública,Subsidiado,6,2,1,1,0,1,3,0.0,0.0,1,Comercio,3.93,1,0,271582,0,3,0,40,Centro
2023,11,2500,5539,2,Mujer,27.0,Soltero/a,2,Técnica/Tecnológica,Cuenta propia,Ocupado,2,8,6,Conjunto cerrado,Familiar,1,1.0,0,0,Red pública,Contributivo,2,4,1,2,1,1,5,38.0,2028188.0,0,Comercio,2.58,1,0,1170304,0,4,0,13,Caribe
2022,8,9121,5540,7,Hombre,56.0,Soltero/a,2,Técnica/Tecnológica,Estudiante,Inactivo,2,1,4,Rural,Propia,1,1.0,0,1,Red pública,Subsidiado,3,3,0,3,1,1,9,0.0,0.0,0,Tecnología,3.05,1,0,389245,0,4,1,37,Bogotá
2020,5,6559,5541,7,Mujer,48.0,Casado/a,1,Universitaria,Empleado,Ocupado,2,4,4,Apartamento,Propia,1,0.0,0,1,Red pública,Contributivo,2,5,1,0,0,0,9,14.0,2039830.0,0,Comercio,2.48,1,0,1125643,0,4,1,58,Caribe
2023,4,6926,5542,4,Hombre,41.0,Soltero/a,1,Universitaria,Cuenta propia,Ocupado,2,3,3,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,1,1,1,2,0,0,2,41.0,4242675.0,0,Tecnología,1.37,1,0,1969526,0,4,1,40,Bogotá
2025,9,9707,5543,4,Mujer,17.0,Casado/a,0,Técnica/Tecnológica,Empleado,Ocupado,4,2,5,Casa,Arrendada,1,1.0,0,1,Red pública,Contributivo,1,4,0,0,0,0,5,50.0,2421312.0,1,Servicios,2.24,1,0,1080177,0,4,1,33,Bogotá
2024,5,8675,5544,2,Hombre,39.0,Casado/a,2,Universitaria,Hogar,Ocupado,1,4,3,Rural,Familiar,1,1.0,0,1,Red pública,Contributivo,2,2,0,1,1,1,5,36.0,3301346.0,0,Comercio,2.44,1,0,1643037,0,1,1,73,Caribe
2023,12,7457,5545,2,Mujer,34.0,Divorciado/a,1,Secundaria completa,Cuenta propia,Ocupado,3,1,5,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,2,2,0,2,0,1,2,58.0,1998268.0,1,Tecnología,2.45,0,1,1075990,0,2,1,63,Centro
2020,4,4256,5546,6,Hombre,16.0,Casado/a,1,Secundaria completa,Jubilado,Ocupado,1,5,3,Casa,Familiar,1,1.0,1,1,Red pública,Contributivo,3,3,1,0,0,1,2,43.0,599406.0,1,Servicios,0.7,1,0,369606,0,3,1,42,Bogotá
2020,8,3594,5547,7,Mujer,57.0,Soltero/a,2,Universitaria,Estudiante,Inactivo,5,3,4,Casa,Propia,1,0.0,1,1,Red pública,Contributivo,2,5,1,1,0,1,10,0.0,0.0,0,Servicios,4.98,0,1,170263,0,2,0,30,Centro
2020,8,4656,5548,6,Hombre,53.0,Casado/a,1,Primaria completa,Empleado,Ocupado,3,8,3,Conjunto cerrado,Arrendada,1,1.0,0,1,Red pública,Subsidiado,3,1,0,0,0,1,1,46.0,416176.0,0,Servicios,2.15,1,0,256612,0,3,1,1,Bogotá
2021,8,3086,5549,3,Mujer,43.0,Casado/a,2,,Cuenta propia,Ocupado,4,6,6,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,1,5,1,0,0,0,1,42.0,3120185.0,0,Comercio,3.26,1,1,1469300,0,1,0,1,Caribe
2020,4,4155,5550,1,Hombre,14.0,Casado/a,1,Técnica/Tecnológica,Patrón,Ocupado,4,6,4,Apartamento,Arrendada,1,1.0,0,1,Red pública,Contributivo,3,4,0,0,1,1,9,27.0,1671853.0,0,Servicios,1.06,1,0,817798,1,4,1,31,Pacífico
2021,1,8188,5551,2,Mujer,55.0,Soltero/a,0,Primaria completa,Estudiante,Inactivo,3,4,2,Rural,Propia,1,1.0,0,1,Red pública,Contributivo,0,2,0,1,0,1,10,0.0,0.0,0,Servicios,1.68,0,1,214831,0,1,1,20,Centro
2022,2,7396,5552,1,Hombre,44.0,Soltero/a,4,Secundaria completa,Empleado,Ocupado,1,7,8,Apartamento,Familiar,1,1.0,1,1,Red pública,Contributivo,1,4,0,0,0,0,8,52.0,893889.0,0,Servicios,3.45,1,0,613001,0,5,0,46,Pacífico
2025,4,1978,5553,4,Hombre,43.0,Soltero/a,1,Técnica/Tecnológica,Estudiante,Inactivo,3,5,6,Apartamento,Arrendada,1,0.0,0,1,Red pública,Subsidiado,1,1,1,2,1,1,4,0.0,0.0,0,Servicios,4.2,1,0,308477,0,2,1,43,Bogotá
2023,10,4047,5554,1,Hombre,43.0,Soltero/a,1,Técnica/Tecnológica,Empleado,Ocupado,4,5,6,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,2,2,0,0,0,1,5,28.0,2724072.0,1,Tecnología,3.4,0,0,1340805,0,2,1,27,Centro
2024,2,3589,5555,5,Mujer,27.0,Soltero/a,2,Técnica/Tecnológica,Cuenta propia,Ocupado,6,6,6,Apartamento,Arrendada,1,1.0,0,1,Red pública,Contributivo,3,2,0,2,0,1,8,37.0,2193338.0,0,Servicios,1.86,0,0,1159184,0,3,1,27,Pacífico
2024,11,3006,5556,7,Hombre,40.0,Soltero/a,1,Primaria completa,Jubilado,Ocupado,2,4,3,Apartamento,Familiar,1,0.0,0,1,Red pública,Contributivo,3,5,1,1,0,1,7,39.0,171395.0,0,Comercio,5.83,1,1,177984,0,4,1,27,Antioquia
2020,10,7783,5557,3,Mujer,59.0,Unión libre,0,Universitaria,Empleado,Ocupado,3,7,1,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,2,5,1,0,0,0,1,53.0,4813447.0,1,Tecnología,5.29,1,0,2119732,0,1,0,51,Caribe
2024,3,6942,5558,7,Mujer,14.0,Soltero/a,2,Primaria completa,Empleado,Ocupado,6,3,2,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,4,2,1,4,1,1,4,37.0,1043036.0,0,Servicios,4.77,1,0,544340,0,3,0,23,Caribe
2021,9,3599,5559,3,Hombre,57.0,Casado/a,0,Posgrado,Empleado,Ocupado,3,4,4,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,1,1,1,0,1,1,4,41.0,2716793.0,0,Servicios,2.44,1,1,1322552,1,2,0,22,Pacífico
2023,9,3508,5560,1,Mujer,47.0,Casado/a,2,Primaria completa,Empleado,Ocupado,4,3,6,Casa,Propia,1,1.0,0,0,Red pública,Subsidiado,0,1,0,0,0,0,1,31.0,682231.0,1,Servicios,3.23,0,0,494172,0,1,0,12,Bogotá
2022,11,9471,5561,3,Hombre,50.0,Casado/a,0,Secundaria completa,Cuenta propia,Ocupado,3,3,4,Casa,Familiar,1,0.0,1,1,Red pública,Contributivo,2,1,0,2,1,1,2,44.0,788299.0,0,Comercio,3.37,1,1,503736,1,2,1,28,Bogotá
2025,9,2193,5562,1,Mujer,37.0,Soltero/a,0,Universitaria,Jubilado,Ocupado,3,3,3,Casa,Propia,0,1.0,1,1,Red pública,Subsidiado,1,3,1,0,1,0,1,41.0,1405672.0,0,Agricultura,3.16,1,0,856186,0,5,0,24,Oriente
2021,7,6915,5563,1,Mujer,37.0,Casado/a,0,Ninguno,Desempleado,Desempleado,4,4,5,Casa,Arrendada,1,0.0,1,1,Generador,Subsidiado,1,1,0,0,1,1,2,0.0,0.0,0,Servicios,0.0,0,1,255924,0,3,0,61,Pacífico
2021,4,3045,5564,4,Hombre,18.0,Casado/a,0,Técnica/Tecnológica,Estudiante,Inactivo,5,4,6,Apartamento,Ocupada,1,1.0,1,1,Red pública,Contributivo,3,4,0,2,0,1,7,0.0,0.0,0,Servicios,4.18,1,1,286310,1,4,1,34,Bogotá
2025,1,8796,5565,7,Hombre,34.0,Unión libre,3,Secundaria incompleta,Empleado,Ocupado,4,4,7,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,1,4,1,0,0,0,1,32.0,393843.0,0,Servicios,2.04,1,0,268646,0,4,1,37,Bogotá
2020,3,9439,5566,1,Hombre,45.0,Soltero/a,2,Primaria completa,Empleado,Ocupado,5,4,3,Casa,Propia,1,0.0,0,1,Red pública,Contributivo,1,4,0,1,0,0,6,71.0,564369.0,0,Comercio,1.29,1,0,262892,0,1,0,4,Bogotá
2024,8,8602,5567,3,Mujer,65.0,Casado/a,0,Primaria completa,Cuenta propia,Ocupado,6,6,8,Casa,Propia,0,1.0,1,1,Red pública,Contributivo,1,1,0,3,0,1,2,31.0,655793.0,0,Servicios,0.0,1,0,269951,0,2,1,38,Antioquia
2024,4,4672,5568,5,Hombre,44.0,Divorciado/a,1,Secundaria incompleta,Empleado,Ocupado,4,2,6,Casa,Propia,1,0.0,0,1,Red pública,Subsidiado,3,2,0,3,0,1,3,47.0,640526.0,0,Servicios,4.02,1,0,436784,0,4,1,36,Antioquia
2024,10,8181,5569,2,Hombre,17.0,Soltero/a,0,Secundaria completa,Estudiante,Inactivo,4,6,2,Apartamento,Arrendada,1,1.0,0,1,Red pública,Subsidiado,1,2,0,1,0,0,8,0.0,0.0,0,Servicios,5.38,0,1,200863,0,4,0,53,Bogotá
2025,10,1044,5570,3,Hombre,39.0,Casado/a,0,Posgrado,Hogar,Ocupado,2,3,4,Apartamento,Propia,1,0.0,1,1,Otro,Contributivo,1,3,0,0,1,1,1,33.0,3492374.0,1,Comercio,3.18,0,0,1720528,1,3,1,26,Bogotá
2025,2,3085,5571,5,Mujer,30.0,Soltero/a,1,Secundaria completa,Estudiante,Inactivo,2,5,4,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,2,2,0,1,0,1,3,0.0,0.0,0,Agricultura,2.3,0,0,486743,0,4,0,61,Pacífico
2020,8,5511,5572,3,Hombre,39.0,Soltero/a,0,Secundaria completa,Hogar,Ocupado,2,3,3,Otro,Propia,1,1.0,1,1,Red pública,Subsidiado,1,3,0,0,0,0,3,56.0,885899.0,0,Industria,4.14,1,0,508187,0,3,0,43,Caribe
2024,7,7388,5573,5,Mujer,42.0,Unión libre,0,Secundaria completa,Hogar,Ocupado,2,5,2,Apartamento,Ocupada,1,1.0,0,1,Red pública,Subsidiado,2,2,0,1,1,0,8,37.0,2070060.0,1,Tecnología,2.7,1,0,1061382,0,5,1,18,Centro
2023,11,8775,5574,3,Hombre,74.0,Soltero/a,0,Primaria incompleta,Empleado,Ocupado,3,3,2,Conjunto cerrado,Arrendada,1,1.0,0,1,Red pública,Subsidiado,2,3,0,3,0,1,4,31.0,178314.0,0,Agricultura,3.59,1,0,161411,0,5,1,19,Bogotá
2023,10,6371,5575,2,Mujer,47.0,Casado/a,0,Técnica/Tecnológica,Desempleado,Desempleado,1,6,2,Apartamento,Arrendada,1,1.0,1,1,Red pública,Subsidiado,3,2,0,2,0,1,2,0.0,0.0,0,Comercio,4.65,1,0,284021,0,3,0,29,Antioquia
2020,9,8948,5576,4,Hombre,46.0,Casado/a,1,Primaria completa,Estudiante,Inactivo,3,4,4,Apartamento,Ocupada,1,1.0,1,1,Red pública,Contributivo,3,2,0,1,0,1,2,0.0,0.0,0,Comercio,4.4,1,1,427948,1,5,0,11,Bogotá
2023,2,7223,5577,4,Hombre,48.0,Soltero/a,0,Técnica/Tecnológica,Desempleado,Desempleado,4,1,4,Apartamento,Propia,1,1.0,1,1,Red pública,Subsidiado,2,3,1,1,0,1,8,0.0,0.0,0,Servicios,4.83,1,0,261599,0,3,0,70,Pacífico
2025,5,5323,5578,2,Hombre,30.0,Unión libre,0,Universitaria,Patrón,Ocupado,1,4,1,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,4,4,0,0,0,0,3,34.0,1147105.0,0,Servicios,6.23,1,0,589566,0,5,1,21,Bogotá
2025,6,7626,5579,3,Hombre,66.0,Soltero/a,0,Secundaria incompleta,Empleado,Ocupado,2,3,4,Casa,Familiar,1,1.0,1,1,Red pública,Contributivo,6,1,0,1,0,1,9,61.0,593277.0,0,Servicios,0.95,1,0,353670,0,3,1,43,Caribe
2022,2,9814,5580,7,Hombre,47.0,Soltero/a,2,Universitaria,Cuenta propia,Ocupado,2,4,5,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,4,5,0,0,0,0,5,41.0,3223934.0,0,Comercio,3.67,1,0,1734637,1,3,1,22,Bogotá
2020,2,9049,5581,5,Mujer,36.0,Soltero/a,1,Universitaria,Empleado,Ocupado,3,3,4,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,1,4,0,0,1,1,8,32.0,1805042.0,0,Gobierno,3.86,1,1,1029014,0,2,1,7,Bogotá
2022,10,8091,5582,1,Hombre,50.0,Casado/a,0,Secundaria completa,Empleado,Ocupado,3,7,4,Conjunto cerrado,Arrendada,1,1.0,0,1,Red pública,Subsidiado,0,5,0,1,0,1,2,25.0,878303.0,1,Comercio,3.11,1,0,467705,1,3,1,46,Caribe
2024,4,9676,5583,3,Hombre,64.0,Soltero/a,1,Secundaria completa,Empleado,Ocupado,1,4,7,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,4,4,0,1,0,1,3,22.0,910902.0,0,Industria,1.68,0,0,481914,0,4,0,43,Bogotá
2024,8,9216,5584,2,Hombre,46.0,Casado/a,2,Secundaria completa,Empleado,Ocupado,3,3,5,Rural,Propia,1,0.0,1,1,Red pública,No afiliado,1,1,0,1,0,1,2,42.0,1404427.0,0,Tecnología,1.24,1,0,874322,0,1,1,19,Bogotá
2022,11,2225,5585,6,Mujer,40.0,Casado/a,0,Universitaria,Empleado,Ocupado,4,2,6,Casa,Familiar,1,1.0,1,1,Red pública,Contributivo,2,4,0,3,0,0,2,31.0,3383595.0,0,Industria,4.66,0,0,1690441,0,2,0,41,Antioquia
2020,5,2248,5586,4,Hombre,41.0,Soltero/a,1,Técnica/Tecnológica,Cuenta propia,Ocupado,1,2,4,Otro,Familiar,1,1.0,1,1,Red pública,Otro,2,2,0,0,0,0,6,43.0,692883.0,0,Industria,2.33,1,0,395241,0,1,1,34,Antioquia
2022,9,9970,5587,4,Hombre,53.0,Casado/a,1,Secundaria completa,Desempleado,Desempleado,1,3,5,Conjunto cerrado,Ocupada,1,0.0,1,1,Red pública,Contributivo,2,1,0,1,0,0,3,,0.0,0,Servicios,4.33,1,0,236866,0,1,0,31,Bogotá
2022,4,6026,5588,3,Hombre,48.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,3,5,7,Casa,Familiar,1,1.0,0,1,Red pública,Contributivo,3,5,0,2,0,1,4,,1173633.0,0,Industria,2.94,1,1,727296,0,5,1,13,Caribe
2025,3,3842,5589,5,Mujer,44.0,Divorciado/a,0,Primaria incompleta,Cuenta propia,Ocupado,5,2,5,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,1,1,1,1,0,1,5,43.0,596037.0,0,Servicios,1.47,1,0,485987,1,1,1,46,Antioquia
2023,10,6698,5590,7,Mujer,37.0,Divorciado/a,1,Primaria completa,Empleado,Ocupado,4,5,5,Apartamento,Arrendada,1,1.0,0,1,Red pública,No afiliado,5,5,1,1,0,0,2,45.0,648436.0,1,Tecnología,3.23,0,0,597175,0,2,1,46,Bogotá
2021,8,2582,5591,7,Mujer,45.0,Unión libre,0,Secundaria completa,Estudiante,Inactivo,3,2,2,Apartamento,Propia,1,1.0,0,1,Red pública,Subsidiado,1,4,1,1,0,0,3,0.0,0.0,0,Agricultura,0.3,0,1,283763,0,5,0,27,Caribe
2023,1,5848,5592,2,Mujer,16.0,Soltero/a,0,Técnica/Tecnológica,Cuenta propia,Ocupado,2,2,4,Conjunto cerrado,Arrendada,1,1.0,0,1,Red pública,Contributivo,4,5,1,1,1,0,5,60.0,1178997.0,1,Agricultura,2.52,0,0,673554,0,2,0,27,Centro
2020,9,4138,5593,2,Mujer,62.0,Casado/a,1,Primaria completa,Empleado,Ocupado,1,5,5,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,1,2,0,0,0,0,8,62.0,363766.0,0,Industria,1.14,1,1,460279,1,4,0,68,Oriente
2025,4,5755,5594,5,Mujer,41.0,Casado/a,1,Técnica/Tecnológica,Empleado,Ocupado,4,3,4,Apartamento,Arrendada,0,1.0,1,1,Red pública,Subsidiado,3,2,1,0,0,0,1,42.0,,0,Servicios,2.89,1,1,1058226,0,3,1,20,Bogotá
2022,11,2517,5595,5,Mujer,22.0,Soltero/a,0,Secundaria completa,Desempleado,Desempleado,2,5,6,Apartamento,Arrendada,1,1.0,1,1,Red pública,Subsidiado,0,5,0,3,1,0,10,0.0,0.0,0,Servicios,2.23,1,0,183060,0,2,0,34,Bogotá
2022,9,5642,5596,7,Hombre,35.0,Unión libre,3,Técnica/Tecnológica,Cuenta propia,Ocupado,6,4,3,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,2,1,1,0,0,0,7,43.0,829679.0,1,Servicios,4.55,1,0,436454,0,5,0,42,Pacífico
2022,8,6196,5597,3,Hombre,54.0,Soltero/a,3,Secundaria completa,Desempleado,Desempleado,1,2,4,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,4,3,0,2,0,1,1,0.0,0.0,0,Comercio,0.06,1,1,-21847,0,4,1,31,Caribe
2024,3,4768,5598,7,Mujer,66.0,Casado/a,2,Secundaria completa,Patrón,Ocupado,5,4,3,Apartamento,Propia,1,1.0,0,1,Red pública,Subsidiado,1,1,1,1,0,1,2,36.0,1559716.0,0,Comercio,0.0,1,1,910765,1,3,1,2,Caribe
2023,3,7198,5599,3,Hombre,49.0,Soltero/a,3,Secundaria completa,Desempleado,Desempleado,2,4,2,Casa,Propia,1,0.0,0,1,Red pública,Subsidiado,1,5,0,0,0,1,1,0.0,0.0,0,Industria,4.6,0,1,62713,0,5,0,28,Bogotá
2024,9,9072,5600,6,Mujer,51.0,Casado/a,2,Primaria completa,Hogar,Ocupado,5,7,7,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,3,5,0,2,0,1,2,53.0,852188.0,0,Servicios,1.03,1,0,492582,0,4,1,41,Pacífico
2021,3,6558,5601,4,Mujer,34.0,Casado/a,0,Primaria completa,Desempleado,Desempleado,3,3,6,Apartamento,Arrendada,0,0.0,0,1,Red pública,Contributivo,2,2,1,3,0,1,1,0.0,0.0,0,Tecnología,2.71,1,0,361748,0,1,1,42,Caribe
2021,4,2343,5602,4,Hombre,73.0,Viudo/a,2,Universitaria,Empleado,Ocupado,2,5,7,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,5,5,0,2,0,0,2,37.0,1698404.0,0,Servicios,3.53,1,0,794792,0,4,1,7,Oriente
2020,9,6490,5603,5,Mujer,37.0,Casado/a,2,Secundaria completa,Cuenta propia,Ocupado,1,3,4,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,4,3,0,0,0,1,3,46.0,382505.0,0,Comercio,2.4,1,0,368152,0,2,1,13,Antioquia
2023,12,6335,5604,1,Hombre,41.0,Casado/a,2,Posgrado,Empleado,Ocupado,1,2,3,Casa,Propia,1,0.0,0,1,Red pública,Subsidiado,1,3,1,2,0,0,7,37.0,2200795.0,0,Servicios,2.69,1,1,1033901,0,2,0,27,Bogotá
2020,4,1048,5605,1,Hombre,42.0,Casado/a,3,Universitaria,Empleado,Ocupado,5,2,4,Casa,Propia,1,1.0,1,1,Red pública,No afiliado,1,3,0,0,0,0,5,43.0,1964649.0,0,Comercio,2.31,1,0,1087266,1,4,0,30,Centro
2023,11,6916,5606,1,Mujer,68.0,Divorciado/a,0,,Estudiante,Inactivo,2,6,3,Casa,Ocupada,1,0.0,0,1,Red pública,Contributivo,6,5,1,0,0,1,9,0.0,0.0,0,Gobierno,2.54,1,0,174654,0,4,0,34,Bogotá
2025,3,3510,5607,2,Mujer,46.0,Soltero/a,0,Universitaria,Empleado,Ocupado,6,5,5,Casa,Propia,1,0.0,0,0,Red pública,Otro,0,4,0,0,0,1,7,41.0,3994849.0,0,Industria,2.49,1,1,1992921,0,5,1,8,Antioquia
2025,7,7225,5608,3,Mujer,55.0,Casado/a,2,Universitaria,Estudiante,Inactivo,4,7,7,Conjunto cerrado,Familiar,1,0.0,1,1,Red pública,Contributivo,0,3,0,0,0,0,5,0.0,0.0,0,Servicios,0.87,1,1,368373,1,5,0,70,Centro
2022,6,4660,5609,5,Mujer,31.0,Soltero/a,1,Posgrado,Cuenta propia,Ocupado,4,3,6,Casa,Arrendada,1,1.0,0,1,Red pública,Contributivo,1,1,1,3,0,0,10,33.0,3617168.0,0,Industria,2.29,1,1,1986123,1,2,1,31,Centro
2022,1,2746,5610,4,Mujer,48.0,Casado/a,0,Universitaria,Cuenta propia,Ocupado,4,4,1,Apartamento,Propia,1,1.0,0,1,Red pública,Subsidiado,4,4,1,1,0,1,7,51.0,3005310.0,0,Servicios,0.0,1,0,1573641,0,3,0,26,Caribe
2020,10,9687,5611,1,Mujer,32.0,Soltero/a,0,Secundaria completa,Jubilado,Ocupado,5,2,2,Casa,Arrendada,1,0.0,1,1,Red pública,Subsidiado,1,5,1,0,1,1,10,53.0,647690.0,0,Tecnología,1.54,0,0,357066,0,2,0,33,Antioquia
2023,8,9170,5612,4,Hombre,31.0,Soltero/a,0,Técnica/Tecnológica,Jubilado,Ocupado,2,1,4,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,1,3,0,0,0,0,9,47.0,1910854.0,0,Servicios,2.33,1,0,1024647,0,1,1,41,Bogotá
2024,1,1633,5613,3,Hombre,51.0,Unión libre,1,Técnica/Tecnológica,Empleado,Ocupado,5,4,7,Apartamento,Familiar,1,1.0,1,1,Red pública,Contributivo,5,2,1,0,0,1,5,53.0,1769108.0,0,Comercio,4.81,1,0,940263,1,5,0,8,Bogotá
2021,4,7980,5614,6,Hombre,35.0,Casado/a,1,Universitaria,Estudiante,Inactivo,3,3,5,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,2,1,0,1,0,1,7,0.0,0.0,0,Industria,5.15,1,0,192292,0,3,1,37,Pacífico
2022,6,3720,5615,6,Mujer,29.0,Unión libre,3,Primaria completa,Desempleado,Desempleado,4,6,1,Conjunto cerrado,Propia,1,1.0,0,1,Red pública,Contributivo,0,5,1,1,0,0,7,0.0,0.0,0,Comercio,0.98,0,0,231177,0,1,0,15,Bogotá
2024,6,1175,5616,5,Mujer,61.0,Casado/a,0,Secundaria completa,Cuenta propia,Ocupado,4,2,6,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,0,1,1,2,0,1,9,63.0,1339990.0,0,Servicios,1.63,1,1,915192,1,5,0,34,Antioquia
2025,7,9830,5617,1,Mujer,27.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,4,4,1,Conjunto cerrado,Propia,1,1.0,0,1,Red pública,Contributivo,4,1,1,2,0,0,1,15.0,906390.0,0,Servicios,2.13,0,0,585419,1,2,1,30,Antioquia
2021,11,9152,5618,1,Hombre,73.0,Casado/a,0,Ninguno,Estudiante,Inactivo,3,4,3,Apartamento,Propia,1,1.0,0,1,Red pública,No afiliado,3,5,0,1,1,1,1,0.0,0.0,0,Agricultura,2.25,1,0,375694,0,2,1,24,Caribe
2023,12,4357,5619,6,Hombre,58.0,Soltero/a,3,Primaria completa,Jubilado,Ocupado,2,3,5,Rural,Propia,0,1.0,0,1,Red pública,Subsidiado,3,3,0,3,1,1,10,36.0,217291.0,0,Comercio,3.37,1,0,337078,0,5,1,58,Antioquia
2021,5,5392,5620,5,Hombre,69.0,Soltero/a,3,Técnica/Tecnológica,Desempleado,Desempleado,5,1,6,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,2,5,1,0,0,1,3,0.0,0.0,0,Gobierno,1.58,1,0,255735,1,3,1,45,Antioquia
